OBJECTID,Jurisdiction,APN,Vacancy,Units,Zoning,ZoningSimplified,Min_Density,Max_Density,Links,Shape__Area,Shape__Length
14965,Imperial Beach,6262222500,,7,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,9006.99609375,420.128527625588
14966,Imperial Beach,6261621800,,6,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,11763.1572265625,454.925694720031
14967,Imperial Beach,6261700800,,4,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,6840.5205078125,380.051368385132
14968,Imperial Beach,6261700500,,5,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,5868.818359375,333.920086542236
14969,Imperial Beach,6261700600,,4,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,5244.8408203125,324.657513861126
14970,Imperial Beach,6261700700,,2,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,5578.51171875,331.37460386642
14971,Imperial Beach,6262301000,,4,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,9242.2470703125,426.526253933207
14972,Imperial Beach,6262301100,,7,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,11433.1201171875,454.874843039258
14973,Imperial Beach,6262301200,,7,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,11013.2646484375,448.814523586106
14974,Imperial Beach,6262301300,,17,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,22335.142578125,611.542358523842
14975,Imperial Beach,6262300500,,12,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,16035.1982421875,510.087366826583
14976,Imperial Beach,6262302000,,24,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,31690.822265625,724.767260894981
14977,Imperial Beach,6261821800,,1,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,8030.404296875,403.700140542486
14978,Imperial Beach,6261132200,,3,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,14382.0693359375,490.018182041472
14979,Imperial Beach,6261141300,,1,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,7774.9169921875,406.911534091997
14980,Imperial Beach,6261512000,,1,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,8799.2021484375,419.441580593656
14981,Imperial Beach,6261412100,Vacant,3,R-2000,Medium Density Residential,,21,https://www.imperialbeachca.gov/planning,7803.490234375,380.051060154129
14982,Imperial Beach,6261412300,,2,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,11250.0322265625,450.000544137182
14983,Imperial Beach,6261413000,,1,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,9599.9775390625,428.00232682045
14984,Imperial Beach,6262122200,,4,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,7157.466796875,396.032370645624
14985,Imperial Beach,6262122300,,4,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,7442.1484375,399.624810065367
14986,Imperial Beach,6262122400,,11,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,15312.466796875,504.218450350527
14987,Imperial Beach,6262123200,,4,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,5259.55078125,323.056802873624
14988,Imperial Beach,6262123500,,8,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,11944.552734375,486.98292829942
14989,Imperial Beach,6262020100,,4,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,7102.7451171875,374.046676829111
14990,Imperial Beach,6262021600,,5,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,7082.466796875,385.14457318715
14991,Imperial Beach,6262021500,,4,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,6171.37109375,370.732769273732
14992,Imperial Beach,6262010500,,4,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,6988.455078125,385.218789025412
14993,Imperial Beach,6262010600,,12,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,15206.44140625,504.465038054551
14994,Imperial Beach,6262011200,,11,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,14851.08203125,498.613660997692
14995,Imperial Beach,6262011100,,4,C/MU-1,Mixed Use,,34,https://www.imperialbeachca.gov/planning,6469.765625,392.560738195943
14996,Imperial Beach,6261310300,,1,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,7397.19921875,395.855383697437
14997,Imperial Beach,6260813900,,1,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,7504.4072265625,400.173487276493
14998,Imperial Beach,6260812900,,1,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,5969.212890625,381.263429938793
14999,Imperial Beach,6260823400,,1,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,9422.39453125,427.94615550931
15000,Imperial Beach,6260823900,,1,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,6378.671875,320.851978832099
15001,Imperial Beach,6260814600,,1,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,8950.7939453125,382.735562917009
15002,Imperial Beach,6260823200,Vacant,2,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,7350.1357421875,395.945680769662
15003,Imperial Beach,6260823000,,1,R-3000-D,Low Density Residential,,14,https://www.imperialbeachca.gov/planning,7394.0146484375,397.712199086002
15004,Imperial Beach,6261012800,,1,R-1-6000,Low Density Residential,,7,https://www.imperialbeachca.gov/planning,14757.6123046875,495.650858650552
15005,City of San Diego,4494740400,,3,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,4924.7109375,297.308152838553
15006,City of San Diego,4495200500,,14,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,17884.2275390625,573.089331455876
15007,City of San Diego,4496000900,,2,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,3524.4326171875,270.370894737709
15008,City of San Diego,4374201300,,4,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,14100.1533203125,504.684311942199
15009,City of San Diego,4481241000,,2,RM-2-4,Medium Density Residential,,25,https://www.sandiego.gov/development-services/zoning,6593.9423828125,357.038948297815
15010,City of San Diego,4380207400,,227,RMX-1,High Density Residential,,89,https://www.sandiego.gov/development-services/zoning,123566.274414063,1364.74780418867
15011,City of San Diego,4481621300,,3,RM-2-4,Medium Density Residential,,25,https://www.sandiego.gov/development-services/zoning,7003.5947265625,380.177372571587
15012,City of San Diego,4381703000,,435,EMX-2,Commercial,,145,https://www.sandiego.gov/development-services/zoning,290396.813476563,2765.64211353302
15013,City of San Diego,4383022200,,3,CC-3-7,Commercial,,54,https://www.sandiego.gov/development-services/zoning,3875.6455078125,252.73232231511
15014,City of San Diego,4482613300,,3,RM-2-4,Medium Density Residential,,25,https://www.sandiego.gov/development-services/zoning,6728.2412109375,369.177387838112
15015,City of San Diego,4483422300,,9,CC-4-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,15010.4970703125,526.057685511175
15016,City of San Diego,4485820800,Vacant,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,3492.5576171875,329.413600151888
15017,City of San Diego,4486512700,Vacant,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,6164.47265625,368.203928882274
15018,City of San Diego,4500720900,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,4847.5048828125,291.347535703094
15019,City of San Diego,4502632500,Vacant,2,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,7742.318359375,432.685731289415
15020,City of San Diego,4503330400,Vacant,2,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,9834.244140625,396.740006235309
15021,City of San Diego,4506411200,,124,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,55274.7177734375,1006.82245052189
15022,City of San Diego,4507511800,,9,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,16618.6650390625,533.029700683126
15023,City of San Diego,4507512100,,2,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,6813.1279296875,344.500926002655
15024,City of San Diego,4362904500,,24,CC-3-7,Commercial,,29,https://www.sandiego.gov/development-services/zoning,40680.5927734375,821.988085804315
15025,City of San Diego,4363302600,,29,CC-4-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,47859.6767578125,1300.20872184933
15026,City of San Diego,4363400400,,16,CC-3-7,Commercial,,29,https://www.sandiego.gov/development-services/zoning,27573.7724609375,658.252111723323
15027,City of San Diego,4363850900,,4,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,5555.4189453125,305.591117345548
15028,City of San Diego,4365522200,,3,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,4520.1142578125,318.454214941824
15029,City of San Diego,4521036000,,6,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4725.228515625,430.062781854285
15030,City of San Diego,4521312300,,3,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,3685.904296875,280.622012383112
15031,City of San Diego,4525730200,,8,CN-1-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,13347.794921875,475.668610380561
15032,City of San Diego,4526511700,,3,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,4966.6328125,299.676674036166
15033,Chula Vista,5681613800,,3,V-1,Medium Density Residential,0,17,https://www.chulavistaca.gov/departments/development-services/zoning-information,11348.7470703125,426.297533992712
15034,Vista,1793705000,Vacant,1,aRl -(1M-BD),Low Density Residential,7.26,7.26,https://www.cityofvista.com/business/zoning-map,8263.658203125,439.64534658309
15035,Vista,1712203500,Vacant,1,E)-1,Low Density Residential,0.25,2,https://www.cityofvista.com/business/zoning-map,24498.703125,637.516793559217
15036,Vista,1712203700,Vacant,1,E)-1,Low Density Residential,0.25,2,https://www.cityofvista.com/business/zoning-map,26269.90625,673.514066731726
15037,Vista,1712203800,Vacant,1,E)-1,Low Density Residential,0.25,2,https://www.cityofvista.com/business/zoning-map,26968.8525390625,670.232639716829
15038,Poway,3211602300,Vacant,1,RR-A,Low Density Residential,,0.025,,2750243.14453125,7387.23789931348
15039,Poway,3211602200,Vacant,1,RR-A,Low Density Residential,,0.025,,1759533.38183594,5305.66564581556
15040,City of San Diego,4210501400,,55,IP-2-1,Industrial,,109,https://www.sandiego.gov/development-services/zoning,44429.3056640625,851.032432977287
15041,City of San Diego,5413705100,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,5199.578125,355.41507978497
15042,City of San Diego,5413705300,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,5149.84375,366.70968391414
15043,City of San Diego,5413705400,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,4078.5380859375,303.58922655818
15044,City of San Diego,5413705600,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,4249.4541015625,338.225484603295
15045,City of San Diego,5413705700,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,4139.99609375,286.998394117548
15046,City of San Diego,4781110500,,17,CR-1-1,Commercial,,29,https://www.sandiego.gov/development-services/zoning,28862.9619140625,706.377043857044
15047,City of San Diego,4781103200,,26,CR-1-1,Commercial,,29,https://www.sandiego.gov/development-services/zoning,44929.8759765625,931.194395877547
15048,City of San Diego,4781111000,,76,CR-1-1,Commercial,,29,https://www.sandiego.gov/development-services/zoning,128160.20703125,1608.52462653936
15049,City of San Diego,4781110400,,216,CR-1-1,Commercial,,29,https://www.sandiego.gov/development-services/zoning,360542.604492188,2439.13998508919
15050,City of San Diego,6382535400,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,5143.9814453125,384.401830024055
15051,City of San Diego,5413705800,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,4361.1884765625,323.414869240313
15052,City of San Diego,5413706000,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,4135.36328125,310.452818208557
15053,City of San Diego,5413706100,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,4496.38671875,292.729252600031
15054,City of San Diego,5413706300,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,4514.92578125,293.557560164736
15055,City of San Diego,5512314600,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5280.4453125,323.345192822956
15056,City of San Diego,5512313700,Vacant,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5860.9453125,332.548305910099
15057,Del Mar,2982413500,Vacant,4,R1-40,Medium Density Residential,,25,,52888.189453125,1290.16882877573
15058,Lemon Grove,5030145500,Vacant,1,RL,Residential,,,https://www.lemongrove.ca.gov/city-hall/development-services/planning-zoning,6727.576171875,340.195346259369
15059,Escondido,2241514800,Vacant,2,RE‐20,Low Density Residential,,2.178,,49555.298828125,894.074633528765
15060,Escondido,2241515100,Vacant,17,RE‐20,Medium Density Residential,,25,,452434.640625,2656.44408650963
15061,Poway,3160204400,,11,RR-C,Medium Density Residential,,17,,1156164.62402344,4873.91655793501
15062,City of San Diego,4515903200,,77,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,51226.978515625,926.202428960301
15063,City of San Diego,4516630100,,4,CC-3-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,5305.3935546875,320.158806798623
15064,Carlsbad,2040840500,,1,,,,,https://www.carlsbadca.gov/departments/community-development/planning/zoning,3500.0087890625,329.999430675503
15065,La Mesa,4703100600,Vacant,6,R1,Low Density Residential,,10,https://www.cityoflamesa.us/426/Planning-Zoning-Division,29829.259765625,809.713053548999
15066,La Mesa,4703100800,Vacant,4,R1,Low Density Residential,,10,https://www.cityoflamesa.us/426/Planning-Zoning-Division,19077.8671875,721.287678173114
15067,Encinitas,2544115400,Vacant,2,RR2,Low Density Residential,1,2,https://encinitasca.gov/Portals/0/City%20Documents/Documents/Development%20Services/Planning/Advanced%20Planning/Housing%20Plan%20Update%202018/Environmental%20Assessment%20-%20June%202018/Technical%20Appendices%20-%20Complete%20-%20June%202018.pdf,138050.725585938,2045.35175239695
15068,San Diego County,1031015100,Vacant,8,RU,Medium Density Residential,,20,,25350.7587890625,807.783304398351
15069,Escondido,2250305600,,3,R‐1‐10,Low Density Residential,,4.356,,55134.8525390625,1115.1924554463
15070,Vista,1741332400,Vacant,1,Residential (MLD),Low Density Residential,2.178,4.356,https://www.cityofvista.com/business/zoning-map,9994.5654296875,417.710088870967
15071,Escondido,2336125600,Vacant,2,R‐1‐10,Medium Density Residential,,25,,20209.4453125,616.337555417252
15072,Poway,2772200100,Vacant,1,RR-A,Low Density Residential,,0.25,,334535.084960938,2509.82579600024
15073,Poway,2772202400,Vacant,1,RR-A,Low Density Residential,,0.125,,369691.069335938,3035.0965709849
15074,Poway,2772202700,Vacant,1,F RR-A,Low Density Residential,,0.25,,219618.373046875,2255.83276920621
15075,Poway,2772203100,Vacant,1,RR-A,Low Density Residential,,0.25,,247398.763671875,2107.5199587559
15076,La Mesa,4702621300,Vacant,2,R1,Low Density Residential,,10,https://www.cityoflamesa.us/426/Planning-Zoning-Division,7908.4052734375,404.426896082257
15077,City of San Diego,6720404000,Vacant,3,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,13202.853515625,484.314656151625
15078,City of San Diego,5381502300,,4,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,7237.7021484375,389.286863789762
15079,Carlsbad,2071207300,Vacant,1,R-1,Low Density Residential,,3.2,https://www.carlsbadca.gov/departments/community-development/planning/zoning,7750.4453125,380.287174367854
15080,Carlsbad,2071207100,Vacant,1,R-1,Low Density Residential,,3.2,https://www.carlsbadca.gov/departments/community-development/planning/zoning,11316.392578125,546.156206292551
15081,Carlsbad,2071207000,Vacant,1,R-1,Low Density Residential,,3.2,https://www.carlsbadca.gov/departments/community-development/planning/zoning,11407.017578125,428.94673267273
15082,City of San Diego,5382500700,,6,BLPD-REDEVLP-SUBD,Commercial,,44,https://www.sandiego.gov/development-services/zoning,7180.0546875,388.416924774113
15083,City of San Diego,5382500900,,6,BLPD-REDEVLP-SUBD,Commercial,,44,https://www.sandiego.gov/development-services/zoning,7223.869140625,388.719826238828
15084,City of San Diego,5383702700,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6819.4482421875,379.098572797708
15085,City of San Diego,5384802200,,3,BLPD-REDEVLP-SUBD,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,3559.7216796875,333.059572446433
15086,City of San Diego,5386801200,,3,BLPD-SUBD-B,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7092.25,383.687450368266
15087,City of San Diego,5388210600,,4,BLPD-SUBD-B,,,29,https://www.sandiego.gov/development-services/zoning,7240.9345703125,382.477753716072
15088,City of San Diego,5396012400,Vacant,6,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,7424.412109375,419.675126815575
15089,City of San Diego,4415703300,,11,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6916.1220703125,377.646472912789
15090,Vista,1781404800,Vacant,1,E)-1,Low Density Residential,0.25,2,https://www.cityofvista.com/business/zoning-map,44162.7822265625,1097.81870505471
15091,Vista,1781404700,Vacant,2,E)-1,Low Density Residential,0.25,2,https://www.cityofvista.com/business/zoning-map,48930.3466796875,1063.83896598783
15092,City of San Diego,5355630700,,35,CCPD-BP,Commercial,,,https://www.sandiego.gov/development-services/zoning,9537.9560546875,553.458673656966
15093,City of San Diego,5355630800,,183,CCPD-BP,Commercial,,,https://www.sandiego.gov/development-services/zoning,50136.5869140625,1009.58886990639
15094,City of San Diego,5355631000,,44,CCPD-BP,Commercial,,,https://www.sandiego.gov/development-services/zoning,12127.49609375,648.566693516714
15095,City of San Diego,5355631200,,248,CCPD-BP,Commercial,,,https://www.sandiego.gov/development-services/zoning,68120.2490234375,1027.26881853885
15096,City of San Diego,4444021900,,4,CC-3-6,Commercial,,44,https://www.sandiego.gov/development-services/zoning,5018.5634765625,300.520504480456
15097,City of San Diego,5341931300,,62,CCPD-R,Commercial,,,https://www.sandiego.gov/development-services/zoning,4978.912109375,298.183409944433
15098,Encinitas,2640201300,Vacant,14,RR,Low Density Residential,0.38,1,https://encinitasca.gov/Portals/0/City%20Documents/Documents/Development%20Services/Planning/Advanced%20Planning/Housing%20Plan%20Update%202018/Environmental%20Assessment%20-%20June%202018/Technical%20Appendices%20-%20Complete%20-%20June%202018.pdf,2151991.36816406,5706.81029139864
15099,City of San Diego,4452321700,,4,CN-1-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,6990.2216796875,379.584540659169
15100,City of San Diego,4454010900,,6,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,2622.0576171875,219.822684558063
15101,City of San Diego,4454210600,,16,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,7132.30859375,385.349800918034
15102,City of San Diego,4455811700,,3,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,4332.3740234375,286.684758212222
15103,City of San Diego,4456500900,,24,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,16367.998046875,622.570279708651
15104,City of San Diego,4457021400,,5,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,3746.5361328125,274.816760270334
15105,City of San Diego,4530124800,,19,CN-1-5,Commercial,,73,https://www.sandiego.gov/development-services/zoning,12276.13671875,591.020086923403
15106,Encinitas,2654020100,,2,R8,Low Density Residential,6.4,8,https://encinitasca.gov/Portals/0/City%20Documents/Documents/Development%20Services/Planning/Advanced%20Planning/Housing%20Plan%20Update%202018/Environmental%20Assessment%20-%20June%202018/Technical%20Appendices%20-%20Complete%20-%20June%202018.pdf,26119.712890625,672.00612423301
15107,City of San Diego,4720930100,,9,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,10037.7548828125,404.499006962641
15108,City of San Diego,4720930200,,4,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,4801.20703125,291.281846331008
15109,City of San Diego,4720930300,,8,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,9637.009765625,397.01431339953
15110,City of San Diego,4720930400,,4,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,4859.0498046875,289.446529175873
15111,City of San Diego,4723902200,,120,CC-5-3,Commercial,,29,https://www.sandiego.gov/development-services/zoning,199931.625,2006.68552739685
15112,City of San Diego,4724705500,,20,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,33801.9345703125,741.240024428334
15113,City of San Diego,4724704400,Vacant,12,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,19998.4482421875,581.103314751038
15114,City of San Diego,4724705700,,126,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,204010.05859375,2425.40177055331
15115,City of San Diego,4724704500,,115,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,192789.115234375,3990.46351759163
15116,City of San Diego,4724705600,,14,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,32996.1416015625,899.861388335682
15117,City of San Diego,4724705300,,17,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,30000.2783203125,727.834188464864
15118,City of San Diego,4724705200,,17,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,29997.5693359375,700.280201011406
15119,City of San Diego,4724705100,,14,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,25032.263671875,630.137262476344
15120,City of San Diego,4724704700,,93,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,156173.740234375,2424.95260021478
15121,City of San Diego,4724705000,,17,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,29998.6396484375,713.258202539448
15122,City of San Diego,4724704800,,10,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,16672.181640625,522.759035321206
15123,City of San Diego,4724704900,,22,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,36999.17578125,912.938800592238
15124,City of San Diego,4727201600,Vacant,5,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,12487.07421875,452.380850021046
15125,City of San Diego,4710521600,,9,CUPD-CU-2-4,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6372.017578125,353.335103957398
15126,City of San Diego,4712012000,,5,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,6248.0947265625,327.265658448856
15127,City of San Diego,4712610700,,4,CUPD-CT-2-3,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,6079.0009765625,424.135786839227
15128,City of San Diego,4712630100,,6,CUPD-CU-2-4,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4438.388671875,299.29861998516
15129,City of San Diego,4712630200,,6,CUPD-CU-2-4,Commercial,,73,https://www.sandiego.gov/development-services/zoning,4717.0888671875,312.88837740338
15130,City of San Diego,4712630300,,7,CUPD-CU-2-4,Commercial,,73,https://www.sandiego.gov/development-services/zoning,5002.095703125,326.253584477974
15131,City of San Diego,4714422400,,1,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7002.5,376.575056755482
15132,City of San Diego,4714823400,,5,CC-5-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,9257.583984375,399.020806811668
15133,City of San Diego,4714913300,,2,CC-5-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,4312.35546875,284.144494053303
15134,City of San Diego,4715012700,,4,CUPD-CU-2-3,Transit Focus,,44,https://www.sandiego.gov/development-services/zoning,4540.7529296875,324.208266184243
15135,City of San Diego,4716812500,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,6417.3916015625,350.841428112564
15136,City of San Diego,5411203000,,30,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,500358.048828125,3589.1710427527
15137,City of San Diego,5413706200,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,4505.8427734375,293.145105841552
15138,City of San Diego,5414231300,,5,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,18188.013671875,555.736244136479
15139,City of San Diego,5430331500,Vacant,1,RS-1-4,Low Density Residential,,4,https://www.sandiego.gov/development-services/zoning,12447.857421875,456.217076983648
15140,City of San Diego,5430721600,Vacant,1,RS-1-2,Low Density Residential,,2,https://www.sandiego.gov/development-services/zoning,11819.921875,472.931643021039
15141,City of San Diego,5513903900,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3041.7734375,1066.736051143
15142,National City,5514704800,Vacant,7,MXC-1,Mixed Use,,48,https://www.nationalcityca.gov/government/community-development/planning/zoning,9655.84375,407.589053208861
15143,City of San Diego,5521901900,Vacant,3,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,12244.9423828125,469.909473475053
15144,City of San Diego,4547423300,,86,CUPD-CT-2-4,Commercial,,73,https://www.sandiego.gov/development-services/zoning,56902.6083984375,1316.69356035156
15145,City of San Diego,4460532000,,6,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,7009.6669921875,380.400321235139
15146,City of San Diego,4461220900,,5,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,6996.9521484375,379.882291438218
15147,City of San Diego,4463031100,,3,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,5241.041015625,354.536025857215
15148,City of San Diego,5476500100,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4273.00390625,261.506563966863
15149,City of San Diego,5476500200,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5376.55859375,317.356695937416
15150,City of San Diego,5476500300,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7363.5830078125,381.292015413103
15151,City of San Diego,5476500400,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5750.8974609375,345.366125206347
15152,City of San Diego,5476500500,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3996.5224609375,274.948607823381
15153,City of San Diego,5476500600,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3835.5654296875,267.623216185914
15154,City of San Diego,5476500700,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3920.8369140625,271.720850578483
15155,City of San Diego,5476500800,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3920.947265625,271.487654661966
15156,City of San Diego,5476500900,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3998.3779296875,273.208434939552
15157,City of San Diego,5476501000,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3998.59375,273.73796149409
15158,City of San Diego,5476501100,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3925.3330078125,270.799002690927
15159,City of San Diego,5476501200,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3904.4150390625,273.854935206158
