objectid,shape_id,route_id,route_short_name,route_long_name,route_type,agency_id,route_desc,route_url,route_color,route_text_color,route_type_text,routeshapename,route_color_rgb,route_text_color_rgb,shape_Length
616,S2_510_1_326,510,Blue,San Ysidro - UTC,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=blue_line,0000FF,FFFFFF,"Tram, Streetcar, Light rail",S2_510_1_326_510,"(0, 0, 153)","(255, 255, 255)",83128.8815376901
617,S2_510_1_329,510,Blue,San Ysidro - UTC,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=blue_line,0000FF,FFFFFF,"Tram, Streetcar, Light rail",S2_510_1_329_510,"(0, 0, 153)","(255, 255, 255)",70898.6935572467
618,S2_510_1_330,510,Blue,San Ysidro - UTC,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=blue_line,0000FF,FFFFFF,"Tram, Streetcar, Light rail",S2_510_1_330_510,"(0, 0, 153)","(255, 255, 255)",120854.06782333
619,S2_510_1_348,510,Blue,San Ysidro - UTC,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=blue_line,0000FF,FFFFFF,"Tram, Streetcar, Light rail",S2_510_1_348_510,"(0, 0, 153)","(255, 255, 255)",160070.153784046
620,S2_510_1_350,510,Blue,San Ysidro - UTC,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=blue_line,0000FF,FFFFFF,"Tram, Streetcar, Light rail",S2_510_1_350_510,"(0, 0, 153)","(255, 255, 255)",85463.2665390259
621,S2_510_1_367,510,Blue,San Ysidro - UTC,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=blue_line,0000FF,FFFFFF,"Tram, Streetcar, Light rail",S2_510_1_367_510,"(0, 0, 153)","(255, 255, 255)",69387.3909537549
622,S2_520_2_280,520,Orange,El Cajon - Courthouse,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=orange_line,FF6600,FFFFFF,"Tram, Streetcar, Light rail",S2_520_2_280_520,"(0, 0, 153)","(255, 255, 255)",88453.0636931616
623,S2_520_2_284,520,Orange,El Cajon - Courthouse,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=orange_line,FF6600,FFFFFF,"Tram, Streetcar, Light rail",S2_520_2_284_520,"(0, 0, 153)","(255, 255, 255)",76133.7065026902
624,S2_520_2_285,520,Orange,El Cajon - Courthouse,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=orange_line,FF6600,FFFFFF,"Tram, Streetcar, Light rail",S2_520_2_285_520,"(0, 0, 153)","(255, 255, 255)",87354.8056960161
625,S2_520_3_281,520,Orange,El Cajon - Courthouse,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=orange_line,FF6600,FFFFFF,"Tram, Streetcar, Light rail",S2_520_3_281_520,"(0, 0, 153)","(255, 255, 255)",89371.7652326037
626,S2_520_3_283,520,Orange,El Cajon - Courthouse,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=orange_line,FF6600,FFFFFF,"Tram, Streetcar, Light rail",S2_520_3_283_520,"(0, 0, 153)","(255, 255, 255)",88453.0577706527
627,S2_530_2_337,530,Green,Santee - 12th & Imperial,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=green_line,009900,FFFFFF,"Tram, Streetcar, Light rail",S2_530_2_337_530,"(0, 0, 153)","(255, 255, 255)",54761.4079781784
628,S2_530_2_354,530,Green,Santee - 12th & Imperial,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=green_line,009900,FFFFFF,"Tram, Streetcar, Light rail",S2_530_2_354_530,"(0, 0, 153)","(255, 255, 255)",107497.041380505
629,S2_530_2_356,530,Green,Santee - 12th & Imperial,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=green_line,009900,FFFFFF,"Tram, Streetcar, Light rail",S2_530_2_356_530,"(0, 0, 153)","(255, 255, 255)",105472.865801485
630,S2_530_3_333,530,Green,Santee - 12th & Imperial,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=green_line,009900,FFFFFF,"Tram, Streetcar, Light rail",S2_530_3_333_530,"(0, 0, 153)","(255, 255, 255)",54490.5879898666
631,S2_530_3_355,530,Green,Santee - 12th & Imperial,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=green_line,009900,FFFFFF,"Tram, Streetcar, Light rail",S2_530_3_355_530,"(0, 0, 153)","(255, 255, 255)",107478.012422711
632,S2_535_2_2,535,Copper,Santee - El Cajon,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=copper_line,B87333,000000,"Tram, Streetcar, Light rail",S2_535_2_2_535,,"(180, 188, 194)",19615.2135277087
633,S2_535_3_1,535,Copper,Santee - El Cajon,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=copper_line,B87333,000000,"Tram, Streetcar, Light rail",S2_535_3_1_535,,"(180, 188, 194)",19615.2164591919
634,S2_535_3_3,535,Copper,Santee - El Cajon,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=copper_line,B87333,000000,"Tram, Streetcar, Light rail",S2_535_3_3_535,,"(180, 188, 194)",19954.0155074689
635,S2_550_8_3,550,Silver,Downtown Loop,0,MTS,,https://www.sdmts.com/schedules-real-time?fragment=silver_line,B4BCC2,000000,"Tram, Streetcar, Light rail",S2_550_8_3_550,,"(180, 188, 194)",16131.917840877
636,S2_5_2_89,,,,,MTS,,,,,,S2_5_2_89_,,,23236.5719519005
637,S2_5_3_88,,,,,MTS,,,,,,S2_5_3_88_,,,25088.2262684774
638,S2_60_0_19,,,,,MTS,,,,,,S2_60_0_19_,,,94081.6871235057
639,S2_60_1_21,,,,,MTS,,,,,,S2_60_1_21_,,,95301.6829759485
640,S2_6_2_79,6,6,North Park - Fashion Valley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=6,000099,FFFFFF,Bus,S2_6_2_79_6,"(0, 0, 153)","(255, 255, 255)",23522.272790151
641,S2_6_3_78,6,6,North Park - Fashion Valley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=6,000099,FFFFFF,Bus,S2_6_3_78_6,"(0, 0, 153)","(255, 255, 255)",21657.3332949215
642,S2_6_3_80,6,6,North Park - Fashion Valley,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=6,000099,FFFFFF,Bus,S2_6_3_80_6,"(0, 0, 153)","(255, 255, 255)",21034.6863447513
643,S2_701_0_24,,,,,MTS,,,,,,S2_701_0_24_,,,45088.0711586268
644,S2_701_1_25,,,,,MTS,,,,,,S2_701_1_25_,,,45050.2762245894
645,S2_704_0_74,,,,,MTS,,,,,,S2_704_0_74_,,,70553.8704100388
646,S2_704_0_75,,,,,MTS,,,,,,S2_704_0_75_,,,33546.4573725967
647,S2_704_0_77,,,,,MTS,,,,,,S2_704_0_77_,,,37007.4130374422
648,S2_704_0_79,,,,,MTS,,,,,,S2_704_0_79_,,,32868.6737572405
649,S2_704_1_71,,,,,MTS,,,,,,S2_704_1_71_,,,19577.3987889263
650,S2_704_1_76,,,,,MTS,,,,,,S2_704_1_76_,,,34079.8625570756
651,S2_704_1_78,,,,,MTS,,,,,,S2_704_1_78_,,,71058.0650894135
652,S2_705_2_38,,,,,MTS,,,,,,S2_705_2_38_,,,19096.5527547004
653,S2_705_2_39,,,,,MTS,,,,,,S2_705_2_39_,,,49106.1666708389
654,S2_705_3_40,,,,,MTS,,,,,,S2_705_3_40_,,,19656.1496642771
655,S2_705_3_41,,,,,MTS,,,,,,S2_705_3_41_,,,48893.7817204567
656,S2_707_0_15,,,,,MTS,,,,,,S2_707_0_15_,,,35485.342080772
657,S2_707_1_16,,,,,MTS,,,,,,S2_707_1_16_,,,32082.5290691108
658,S2_709_2_117,,,,,MTS,,,,,,S2_709_2_117_,,,33332.2535811172
659,S2_709_2_121,,,,,MTS,,,,,,S2_709_2_121_,,,48660.8567416765
660,S2_709_3_118,,,,,MTS,,,,,,S2_709_3_118_,,,34429.7204985353
661,S2_709_3_122,,,,,MTS,,,,,,S2_709_3_122_,,,47776.2498957361
662,S2_712_2_83,,,,,MTS,,,,,,S2_712_2_83_,,,39485.9221852856
663,S2_712_3_84,,,,,MTS,,,,,,S2_712_3_84_,,,39428.7108859184
664,S2_712_3_85,,,,,MTS,,,,,,S2_712_3_85_,,,29386.0284106009
665,S2_7_0_275,7,7,Downtown San Diego - University/College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=7,000099,FFFFFF,Bus,S2_7_0_275_7,"(0, 0, 153)","(255, 255, 255)",44233.73672602
666,S2_7_0_277,,,,,MTS,,,,,,S2_7_0_277_,,,38740.6921599444
667,S2_7_0_279,,,,,MTS,,,,,,S2_7_0_279_,,,33914.8878870056
668,S2_7_1_281,,,,,MTS,,,,,,S2_7_1_281_,,,29801.1422004331
669,S2_7_1_282,7,7,Downtown San Diego - University/College,3,MTS,,https://www.sdmts.com/schedules-real-time?fragment=7,000099,FFFFFF,Bus,S2_7_1_282_7,"(0, 0, 153)","(255, 255, 255)",44802.1636674722
670,S2_815_2_21,,,,,MTS,,,,,,S2_815_2_21_,,,17917.245756801
671,S2_815_3_20,,,,,MTS,,,,,,S2_815_3_20_,,,20507.0966376082
672,S2_816_2_23,,,,,MTS,,,,,,S2_816_2_23_,,,37701.1684914886
673,S2_816_3_22,,,,,MTS,,,,,,S2_816_3_22_,,,36927.1891604719
674,S2_832_8_10,,,,,MTS,,,,,,S2_832_8_10_,,,29215.9206575449
675,S2_833_0_55,,,,,MTS,,,,,,S2_833_0_55_,,,39853.3534074332
676,S2_833_0_56,,,,,MTS,,,,,,S2_833_0_56_,,,36456.6157699353
677,S2_833_1_48,,,,,MTS,,,,,,S2_833_1_48_,,,39253.2343773389
678,S2_833_1_49,,,,,MTS,,,,,,S2_833_1_49_,,,35856.496739841
679,S2_834_8_20,,,,,MTS,,,,,,S2_834_8_20_,,,39661.0396715059
680,S2_838_2_7,,,,,MTS,,,,,,S2_838_2_7_,,,75962.4313810941
681,S2_838_2_8,,,,,MTS,,,,,,S2_838_2_8_,,,75441.639439869
682,S2_838_3_9,,,,,MTS,,,,,,S2_838_3_9_,,,76618.1665063189
683,S2_83_0_29,,,,,MTS,,,,,,S2_83_0_29_,,,24432.4094750811
684,S2_83_1_26,,,,,MTS,,,,,,S2_83_1_26_,,,13897.7580978703
685,S2_83_1_28,,,,,MTS,,,,,,S2_83_1_28_,,,25677.4650227764
686,S2_848_0_47,,,,,MTS,,,,,,S2_848_0_47_,,,43242.6170373289
687,S2_848_0_49,,,,,MTS,,,,,,S2_848_0_49_,,,46639.3546748268
688,S2_848_1_45,,,,,MTS,,,,,,S2_848_1_45_,,,42392.3887286305
689,S2_848_1_48,,,,,MTS,,,,,,S2_848_1_48_,,,45789.125022033
690,S2_84_0_61,,,,,MTS,,,,,,S2_84_0_61_,,,33078.052691837
691,S2_84_0_62,,,,,MTS,,,,,,S2_84_0_62_,,,19711.0243464088
692,S2_84_1_58,,,,,MTS,,,,,,S2_84_1_58_,,,33807.5224065562
693,S2_84_1_59,,,,,MTS,,,,,,S2_84_1_59_,,,19499.6168354621
694,S2_84_1_63,,,,,MTS,,,,,,S2_84_1_63_,,,6358.45579103761
695,S2_84_1_64,,,,,MTS,,,,,,S2_84_1_64_,,,33160.2352105273
696,S2_851_0_19,,,,,MTS,,,,,,S2_851_0_19_,,,27073.8412025636
697,S2_851_1_18,,,,,MTS,,,,,,S2_851_1_18_,,,33559.2463549133
698,S2_852_2_17,,,,,MTS,,,,,,S2_852_2_17_,,,34231.5768019555
699,S2_852_3_16,,,,,MTS,,,,,,S2_852_3_16_,,,36359.9201748753
700,S2_854_0_49,,,,,MTS,,,,,,S2_854_0_49_,,,15760.6696565162
701,S2_854_0_51,,,,,MTS,,,,,,S2_854_0_51_,,,29397.5131995193
702,S2_854_1_50,,,,,MTS,,,,,,S2_854_1_50_,,,17105.8424706587
703,S2_854_1_52,,,,,MTS,,,,,,S2_854_1_52_,,,26513.8959588454
704,S2_855_0_26,,,,,MTS,,,,,,S2_855_0_26_,,,26460.5258338644
